State,Institution,Type of Discrimination,Investigation Open Date
Maryland,JOHNS HOPKINS UNIVERSITY,Disability - Denial of Benefits,2023-12-12
Maryland,JOHNS HOPKINS UNIVERSITY,Title VI - Denial of Benefits,2023-12-12
Maryland,JOHNS HOPKINS EMPLOYER HEALTH PROGRAM,Title IX - Denial of Benefits,2022-02-02
Maryland,MOUNT SAINT MARYS UNIVERSITY,Title IX - Single Sex Campus Programs,2022-02-08
Maryland,MOUNT SAINT MARY'S UNIVERSITY,Title VI - Racial Harassment,2023-03-23
Maryland,PEABODY INSTITUTE OF THE JOHNS HOPKINS UNIVERSITY,Title IX - Sexual Violence,2022-06-30
Maryland,MORGAN STATE UNIVERSITY,Title IX - Sexual Violence,2014-06-26
Maryland,MOUNT SAINT MARYS UNIVERSITY,Title IX - Sexual Violence,2023-04-11
Maryland,TOWSON UNIVERSITY,Title IX - Single Sex Campus Programs,2022-02-07
Maryland,UNIVERSITY OF MARYLAND-EASTERN SHORE,Disability - Academic Adjustments,2024-01-30
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Academic Adjustments,2021-07-28
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Academic Adjustments,2023-01-10
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Denial of Benefits,2023-01-10
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Disability Harassment,2021-07-28
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Retaliation,2021-07-28
Maryland,UNIVERSITY OF MARYLAND SCHOOL OF MEDICINE,Title VI - Others,2022-10-17
Maryland,UNIVERSITY OF MARYLAND-COLLEGE PARK,Disability - Others,2019-11-25
Maryland,UNIVERSITY OF MARYLAND-COLLEGE PARK,Title IX - Sexual Violence,2021-11-05
Maryland,UNIVERSITY OF MARYLAND-COLLEGE PARK,Title IX - Single Sex Campus Programs,2021-01-20
Maryland,UNIVERSITY OF MARYLAND GLOBAL CAMPUS,Disability - Retaliation,2023-01-10
Maryland,UNIVERSITY OF MARYLAND SCHOOL OF LAW,Disability - Academic Adjustments,2022-05-12
Maryland,UNIVERSITY OF MARYLAND SCHOOL OF LAW,Disability - Accessibility,2022-05-12
Maryland,UNIVERSITY OF MARYLAND SCHOOL OF LAW,Disability - Disability Harassment,2022-05-12
Maryland,UNIVERSITY OF BALTIMORE,Disability - Academic Adjustments,2023-04-26
Maryland,UNIVERSITY OF BALTIMORE,Disability - Disability Harassment,2023-04-26
Maryland,UNIVERSITY OF BALTIMORE,Title VI - Denial of Benefits,2023-04-26
Massachusetts,AMHERST COLLEGE,Title IX - Single Sex Scholarships,2023-09-06
Massachusetts,ANNA MARIA COLLEGE,Title IX - Retaliation,2022-02-24
Massachusetts,ANNA MARIA COLLEGE,Title IX - Sexual Harassment,2022-02-24
Massachusetts,BOSTON COLLEGE,Disability - Academic Adjustments,2016-02-11
Massachusetts,BOSTON COLLEGE,Disability - Academic Adjustments,2024-01-03
Massachusetts,BOSTON COLLEGE,Disability - Resource Comparability,2014-05-12
Massachusetts,BOSTON COLLEGE,Disability - Retaliation,2016-02-11
Massachusetts,BARD COLLEGE AT SIMON'S ROCK,Title IX - Retaliation,2016-03-09
Massachusetts,BARD COLLEGE AT SIMON'S ROCK,Title IX - Sexual Harassment,2016-03-09
Massachusetts,BENTLEY UNIVERSITY,Title VI - Admissions,2020-09-25
Massachusetts,BENTLEY UNIVERSITY,Title IX - Retaliation,2023-05-04
Massachusetts,BENTLEY UNIVERSITY,Title IX - Sexual Violence,2023-05-04
Massachusetts,BENTLEY UNIVERSITY,Title IX - Single Sex Campus Programs,2020-12-01
Massachusetts,BERKLEE COLLEGE OF MUSIC,Disability - Denial of Benefits,2023-08-29
Massachusetts,BERKLEE COLLEGE OF MUSIC,Disability - Others,2023-08-29
Massachusetts,BERKLEE COLLEGE OF MUSIC,Disability - Treatment of Postsecondary Students,2023-08-29
Massachusetts,BOSTON COLLEGE,Disability - Others,2022-04-28
Massachusetts,BOSTON COLLEGE,Disability - Procedural Requirements,2014-05-12
Massachusetts,BOSTON COLLEGE,Disability - Procedural Requirements,2016-02-11
Massachusetts,BOSTON COLLEGE,Disability - Accessibility,2014-05-12
Massachusetts,BOSTON COLLEGE,Disability - Denial of Benefits,2022-04-28
Massachusetts,BOSTON COLLEGE,Disability - Others,2014-05-12
Massachusetts,BOSTON UNIVERSITY - QUESTROM SCHOOL OF BUSINESS,Title VI - Others,2020-07-22
Massachusetts,BRANDEIS UNIVERSITY,Title IX - Sexual Violence,2016-03-01
Massachusetts,BUNKER HILL COMMUNITY COLLEGE,Disability - Denial of Benefits,2024-01-16
Massachusetts,BUNKER HILL COMMUNITY COLLEGE,Disability - Procedural Requirements,2024-01-16
Massachusetts,BUNKER HILL COMMUNITY COLLEGE,Disability - Retaliation,2024-01-16
Massachusetts,BRANDEIS UNIVERSITY,Title IX - Procedural Requirements,2019-06-19
Massachusetts,BOSTON UNIVERSITY,Title IX - Others,2024-02-07
Massachusetts,BOSTON UNIVERSITY,Title IX - Sexual Violence,2013-12-16
Massachusetts,BOSTON UNIVERSITY,Title IX - Single Sex Campus Programs,2019-06-12
Massachusetts,BOSTON UNIVERSITY,Title IX - Single Sex Scholarships,2020-04-09
Massachusetts,BOSTON UNIVERSITY,Title IX - Single Sex Scholarships,2024-02-07
Massachusetts,FISHER COLLEGE,Title IX - Sexual Violence,2023-04-21
Massachusetts,HARVARD COLLEGE,Title IX - Procedural Requirements,2014-04-24
Massachusetts,EMERSON COLLEGE,Disability - Denial of Benefits,2017-04-18
Massachusetts,EMERSON COLLEGE,Disability - Others,2017-04-18
Massachusetts,EMMANUEL COLLEGE,Disability - Denial of Benefits,2023-09-21
Massachusetts,EMMANUEL COLLEGE,Disability - Procedural Requirements,2023-09-21
Massachusetts,EMMANUEL COLLEGE,Disability - Retaliation,2023-09-21
Massachusetts,ENDICOTT COLLEGE,Title IX - Single Sex Scholarships,2024-01-16
Massachusetts,EMERSON COLLEGE,Disability - Treatment of Postsecondary Students,2017-04-18
Massachusetts,EMERSON COLLEGE,Title IX - Procedural Requirements,2013-12-23
Massachusetts,EMERSON COLLEGE,Title IX - Sexual Violence,2013-12-23
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title IX - Retaliation,2022-04-07
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title IX - Retaliation,2023-12-13
Massachusetts,LESLEY UNIVERSITY,Title IX - Sexual Violence,2017-04-13
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title VI - Racial Harassment,2022-04-07
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title VI - Retaliation,2023-12-13
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title IX - Gender Harassment,2022-04-07
Massachusetts,LONGY SCHOOL OF MUSIC OF BARD COLLEGE,Title IX - Procedural Requirements,2022-04-07
Massachusetts,HARVARD UNIVERSITY,Title IX - Single Sex Campus Programs,2020-01-07
Massachusetts,LESLEY UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2022-11-16
Massachusetts,HARVARD COLLEGE,Title IX - Sexual Violence,2014-04-24
Massachusetts,HARVARD UNIVERSITY,Disability - Others,2023-08-08
Massachusetts,HARVARD UNIVERSITY,Title VI - Admissions,2023-07-24
Massachusetts,HARVARD UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2024-02-06
Massachusetts,HARVARD UNIVERSITY,Title IX - Sexual Harassment,2021-02-10
Massachusetts,HARVARD UNIVERSITY,Title IX - Sexual Violence,2017-04-17
Massachusetts,HARVARD UNIVERSITY,Title VI - Racial Harassment,2023-12-22
Massachusetts,MGH INSTITUTE OF HEALTH PROFESSIONS,Disability - Academic Adjustments,2019-12-26
Massachusetts,MGH INSTITUTE OF HEALTH PROFESSIONS,Disability - Academic Adjustments,2023-07-12
Massachusetts,MGH INSTITUTE OF HEALTH PROFESSIONS,Disability - Denial of Benefits,2019-12-26
Massachusetts,MGH INSTITUTE OF HEALTH PROFESSIONS,Disability - Retaliation,2023-07-12
Massachusetts,NEW ENGLAND LAW,Disability - Academic Adjustments,2022-02-17
Massachusetts,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,Title VI - National Origin Discrimination Involving Religion,2023-12-13
Massachusetts,MASSACHUSETTS SCHOOL OF LAW,Disability - Academic Adjustments,2022-11-09
Massachusetts,MASSACHUSETTS BAY COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-09-19
Massachusetts,MASSACHUSETTS BAY COMMUNITY COLLEGE,Disability - Retaliation,2022-09-19
Massachusetts,MASSACHUSETTS BAY COMMUNITY COLLEGE,Title VI - Denial of Benefits,2022-09-19
Massachusetts,NORTHEASTERN UNIVERSITY,Disability - Denial of Benefits,2017-11-29
Massachusetts,NORTHEASTERN UNIVERSITY,Disability - Others,2017-11-29
Massachusetts,NEW ENGLAND LAW,Disability - Accessibility,2022-02-17
Massachusetts,NORTHEASTERN UNIVERSITY,Disability - Retaliation,2017-11-29
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Sexual Violence,2014-10-30
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Sexual Violence,2016-07-05
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Single Sex Campus Programs,2020-01-13
Massachusetts,REGIS COLLEGE,Disability - Academic Adjustments,2022-06-30
Massachusetts,REGIS COLLEGE,Disability - Denial of Benefits,2022-06-30
Massachusetts,REGIS COLLEGE,Disability - Retaliation,2022-06-30
Massachusetts,REGIS COLLEGE,Title VI - Denial of Benefits,2022-06-30
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Procedural Requirements,2014-10-30
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Procedural Requirements,2016-07-05
Massachusetts,NORTHEASTERN UNIVERSITY,Title IX - Sexual Harassment,2023-01-10
Massachusetts,TONI & GUY HAIRDRESSING ACADEMY,Title VI - Denial of Benefits,2020-06-29
Massachusetts,UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL,Title IX - Others,2022-03-09
Massachusetts,UNIVERSITY OF MASSACHUSETTS-AMHERST,Title IX - Single Sex Campus Programs,2020-05-26
Massachusetts,STONEHILL COLLEGE,Title IX - Sexual Violence,2016-03-03
Massachusetts,UNIVERSITY OF MASSACHUSETTS-DARTMOUTH,Title IX - Sexual Violence,2014-07-16
Massachusetts,UNIVERSITY OF MASSACHUSETTS-LOWELL,Disability - Accessibility,2024-02-15
Massachusetts,UNIVERSITY OF MASSACHUSETTS-LOWELL,Disability - Procedural Requirements,2022-02-16
Massachusetts,WILLIAMS COLLEGE,Title IX - Procedural Requirements,2019-06-19
Massachusetts,WELLESLEY COLLEGE,Title VI - National Origin Discrimination Involving Religion,2023-11-16
Massachusetts,WILLIAMS COLLEGE,Title IX - Sexual Violence,2019-06-19
Michigan,DAVENPORT UNIVERSITY-WESTERN REGION-GRAND RAPIDS,Title IX - Athletics,2022-11-10
Michigan,CENTRAL MICHIGAN UNIVERSITY,Title VI - Denial of Benefits,2021-12-22
Michigan,CENTRAL MICHIGAN UNIVERSITY,Title VI - Denial of Benefits,2022-04-25
Michigan,DORSEY COLLEGE-SAGINAW,Title VI - Denial of Benefits,2023-12-12
Michigan,FERRIS STATE UNIVERSITY,Title IX - Procedural Requirements,2022-06-03
Michigan,FERRIS STATE UNIVERSITY,Title IX - Procedural Requirements,2022-06-07
Michigan,FERRIS STATE UNIVERSITY,Title IX - Retaliation,2022-06-07
Michigan,EASTERN MICHIGAN UNIVERSITY,Title VI - Denial of Benefits,2023-11-16
Michigan,EASTERN MICHIGAN UNIVERSITY,Title VI - Retaliation,2016-08-18
Michigan,GLEN OAKS COMMUNITY COLLEGE,Title VI - Retaliation,2023-08-01
Michigan,GLEN OAKS COMMUNITY COLLEGE,Age - Discrimination Prohibited,2023-08-01
Michigan,GLEN OAKS COMMUNITY COLLEGE,Disability - Denial of Benefits,2023-08-01
Michigan,GLEN OAKS COMMUNITY COLLEGE,Title VI - Denial of Benefits,2023-08-01
Michigan,JACKSON COLLEGE,Title IX - Sexual Harassment,2017-07-05
Michigan,KETTERING UNIVERSITY,Disability - Academic Adjustments,2022-07-07
Michigan,KETTERING UNIVERSITY,Disability - Denial of Benefits,2022-07-07
Michigan,KETTERING UNIVERSITY,Title VI - Denial of Benefits,2023-06-29
Michigan,JACKSON COLLEGE,Title VI - Denial of Benefits,2017-07-05
Michigan,JACKSON COLLEGE,Title IX - Retaliation,2017-07-05
Michigan,KENT STATE UNIVERSITY,Disability - Academic Adjustments,2022-12-01
Michigan,KENT STATE UNIVERSITY,Disability - Procedural Requirements,2022-12-01
Michigan,KENT STATE UNIVERSITY,Disability - Retaliation,2023-06-07
Michigan,KENT STATE UNIVERSITY,Title IX - Denial of Benefits,2020-10-06
Michigan,KENT STATE UNIVERSITY,Title IX - Sexual Harassment,2015-11-06
Michigan,KENT STATE UNIVERSITY,Title IX - Sexual Violence,2020-10-06
Michigan,KETTERING UNIVERSITY,Title VI - Others,2023-06-29
Michigan,KETTERING UNIVERSITY,Title IX - Sexual Harassment,2023-02-09
Michigan,KETTERING UNIVERSITY,Title IX - Single Sex Campus Programs,2023-06-29
Michigan,KETTERING UNIVERSITY,Title IX - Single Sex Scholarships,2023-06-29
Michigan,LANSING COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-12-14
Michigan,LANSING COMMUNITY COLLEGE,Disability - Denial of Benefits,2022-12-14
Michigan,LAWRENCE TECHNOLOGICAL UNIVERSITY,Title IX - Gender Harassment,2017-12-26
Michigan,LAWRENCE TECHNOLOGICAL UNIVERSITY,Title IX - Procedural Requirements,2017-12-26
Michigan,MACOMB COMMUNITY COLLEGE,Disability - Academic Adjustments,2022-06-08
Michigan,MACOMB COMMUNITY COLLEGE,Disability - Others,2017-09-11
Michigan,MICHIGAN SCHOOL OF PSYCHOLOGY,Title IX - Retaliation,2023-02-09
Michigan,MICHIGAN STATE UNIVERSITY,Disability - Denial of Benefits,2023-05-25
Michigan,MICHIGAN STATE UNIVERSITY,Title VI - Denial of Benefits,2022-12-09
Michigan,MICHIGAN STATE UNIVERSITY,Title VI - Denial of Benefits,2023-05-25
Michigan,MICHIGAN STATE UNIVERSITY,Title VI - Others,2023-10-20
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Denial of Benefits,2023-05-25
Michigan,MICHIGAN STATE UNIVERSITY,Disability - Academic Adjustments,2022-12-09
Michigan,MICHIGAN STATE UNIVERSITY,Disability - Denial of Benefits,2022-11-17
Michigan,MUSKEGON COMMUNITY COLLEGE,Title VI - Retaliation,2023-11-09
Michigan,NORTHERN MICHIGAN UNIVERSITY,Disability - Denial of Benefits,2023-06-08
Michigan,MOUNT CLEMENS COMMUNITY SCHOOLS,Title VI - Retaliation,2023-07-14
Michigan,MOUNT CLEMENS COMMUNITY SCHOOLS,Title IX - Retaliation,2023-07-14
Michigan,MUSKEGON COMMUNITY COLLEGE,Title VI - Denial of Benefits,2023-11-09
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Procedural Requirements,2019-09-27
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Retaliation,2022-11-17
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Sexual Harassment,2021-03-23
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Sexual Harassment,2022-10-11
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Sexual Violence,2019-09-27
Michigan,MICHIGAN STATE UNIVERSITY,Title IX - Sexual Violence,2022-11-17
Michigan,NORTHERN MICHIGAN UNIVERSITY,Disability - Academic Adjustments,2023-06-08
Michigan,OHIO UNIVERSITY,Title IX - Single Sex Scholarships,2020-04-09
Michigan,OHIO UNIVERSITY HERITAGE COLLEGE OF OSTEOPATHIC ME,Title VI - Others,2023-12-13
Michigan,OAKLAND COMMUNITY COLLEGE,Disability - Academic Adjustments,2023-12-04
Michigan,OAKLAND UNIVERSITY,Disability - Academic Adjustments,2022-02-18
Michigan,OAKLAND UNIVERSITY,Disability - Retaliation,2022-02-18
Michigan,OHIO UNIVERSITY,Title IX - Athletics,2021-11-23
Michigan,OHIO UNIVERSITY,Title IX - Others,2023-01-12
Michigan,OHIO UNIVERSITY,Title IX - Single Sex Campus Programs,2023-01-12
Michigan,SAGINAW VALLEY STATE UNIVERSITY,Disability - Academic Adjustments,2023-12-21
Michigan,SAGINAW VALLEY STATE UNIVERSITY,Disability - Others,2023-04-13
Michigan,SAGINAW VALLEY STATE UNIVERSITY,Disability - Others,2023-11-08
Michigan,SPRING ARBOR UNIVERSITY,Age - Discrimination Prohibited,2016-08-08
Michigan,SPRING ARBOR UNIVERSITY,Title VI - Denial of Benefits,2016-08-08
Michigan,SPRING ARBOR UNIVERSITY,Title IX - Denial of Benefits,2016-08-08
Michigan,UNIVERSITY OF DETROIT MERCY,Title VI - Denial of Benefits,2019-07-03
Michigan,UNIVERSITY OF DETROIT MERCY,Title IX - Denial of Benefits,2019-07-03
Michigan,UNIVERSITY OF DETROIT MERCY,Title IX - Denial of Benefits,2020-12-21
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Academic Adjustments,2022-07-26
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Others,2019-01-24
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Others,2022-09-22
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Procedural Requirements,2014-02-21
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Procedural Requirements,2019-01-24
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Procedural Requirements,2021-12-09
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title VI - Others,2023-03-24
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Denial of Benefits,2019-01-24
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Denial of Benefits,2022-11-08
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Dissemination of Policy,2014-02-21
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Retaliation,2021-12-09
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Sexual Violence,2014-02-21
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title IX - Single Sex Scholarships,2020-08-31
Michigan,UNIVERSITY OF MICHIGAN-DEARBORN,Title VI - Others,2023-03-24
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title VI - National Origin Discrimination Involving Religion,2024-02-06
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Title VI - Others,2022-09-22
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Accessibility - Website/Online Courses,2022-05-23
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Effective Communication,2022-05-23
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Academic Adjustments,2023-11-07
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Denial of Benefits,2021-12-09
Michigan,UNIVERSITY OF MICHIGAN-ANN ARBOR,Disability - Denial of Benefits,2022-02-18
Michigan,UNIVERSITY OF MICHIGAN-FLINT,Title VI - Others,2023-03-24
Michigan,WASHTENAW COMMUNITY COLLEGE,Title IX - Single Sex Campus Programs,2021-11-16
Michigan,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,Disability - Academic Adjustments,2018-09-04
Michigan,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,Disability - Retaliation,2018-09-04
Michigan,WAYNE STATE UNIVERSITY,Disability - Treatment of Postsecondary Students,2024-01-25
Michigan,WAYNE STATE UNIVERSITY,Title VI - Others,2023-09-08
Michigan,WAYNE STATE UNIVERSITY,Title IX - Single Sex Scholarships,2023-09-08
Michigan,WAYNE STATE UNIVERSITY,Disability - Academic Adjustments,2015-07-21
Michigan,WAYNE STATE UNIVERSITY,Disability - Accessibility,2022-03-29
Michigan,WAYNE STATE UNIVERSITY,Disability - Denial of Benefits,2021-09-03
Michigan,WAYNE STATE UNIVERSITY,Disability - Denial of Benefits,2022-03-29
Michigan,WAYNE STATE UNIVERSITY,Disability - Procedural Requirements,2015-07-21
Michigan,WAYNE STATE UNIVERSITY,Disability - Treatment of Postsecondary Students,2015-07-21
Michigan,WAYNE STATE UNIVERSITY,Disability - Denial of Benefits,2024-01-25
Michigan,WAYNE STATE UNIVERSITY,Disability - Others,2015-07-21
Michigan,WMU HOMER STRYKER M.D. SCHOOL OF MEDICINE,Title VI - Others,2023-12-15
Michigan,WESTERN MICHIGAN UNIVERSITY,Disability - Accessibility,2022-07-05
Minnesota,BEMIDJI STATE UNIVERSITY,Disability - Accessibility - Website/Online Courses,2022-05-23
Minnesota,BEMIDJI STATE UNIVERSITY,Disability - Effective Communication,2022-05-23
Minnesota,BETHEL  UNIVERSITY,Title IX - Denial of Benefits,2023-07-19
Minnesota,CARLETON COLLEGE,Title IX - Others,2021-11-02
Minnesota,AUBURN UNIVERSITY,Title IX - Single Sex Scholarships,2020-06-16
Minnesota,AUBURN UNIVERSITY,Disability - Denial of Benefits,2021-07-02
Minnesota,CARLETON COLLEGE,Title IX - Single Sex Scholarships,2021-11-02
Minnesota,HIBBING COMMUNITY COLLEGE-A TECH AND COMM COLL,Title IX - Others,2022-06-15
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Sexual Violence,2014-04-03
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Single Sex Scholarships,2020-05-07
Minnesota,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Age - Retaliation,2016-03-10
Minnesota,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Title IX - Single Sex Campus Programs,2019-05-23
Minnesota,MACALESTER COLLEGE,Title VI - Others,2023-04-24
Minnesota,MACALESTER COLLEGE,Title IX - Single Sex Campus Programs,2023-04-24
Minnesota,GEORGIA INSTITUTE OF TECHNOLOGY-MAIN CAMPUS,Title IX - Single Sex Scholarships,2020-07-08
Minnesota,HAMLINE UNIVERSITY,Title IX - Others,2022-04-22
Minnesota,HIBBING COMMUNITY COLLEGE-A TECH AND COMM COLL,Title IX - Athletics,2022-06-15
Minnesota,FLORIDA ATLANTIC UNIVERSITY,Age - Discrimination Prohibited,2017-09-28
Minnesota,FLORIDA ATLANTIC UNIVERSITY,Age - Retaliation,2017-09-28
Minnesota,FLORIDA ATLANTIC UNIVERSITY,Title IX - Single Sex Campus Programs,2019-06-14
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Denial of Benefits,2020-05-07
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Denial of Benefits,2022-06-14
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Procedural Requirements,2016-11-01
Minnesota,FLORIDA STATE UNIVERSITY,Title IX - Sexual Harassment,2016-11-01
Minnesota,FLORIDA STATE UNIVERSITY,Title VI - Denial of Benefits,2022-06-14
Minnesota,FLORIDA STATE UNIVERSITY,Title VI - National Origin Discrimination Involving Religion,2023-06-09
Minnesota,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL-WINONA,Age - Discrimination Prohibited,2023-07-27
Minnesota,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL-WINONA,Disability - Academic Adjustments,2023-07-27
Minnesota,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL-WINONA,Title IX - Denial of Benefits,2023-07-27
Minnesota,MINNESOTA STATE UNIVERSITY-MANKATO,Title IX - Single Sex Scholarships,2021-01-20
Minnesota,MINNESOTA STATE UNIVERSITY-MOORHEAD,Title IX - Athletics,2022-09-06
Minnesota,MINNESOTA STATE UNIVERSITY-MOORHEAD,Title IX - Retaliation,2022-09-06
Minnesota,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL-WINONA,Disability - Denial of Benefits,2023-07-27
Minnesota,MINNESOTA STATE COLLEGE-SOUTHEAST TECHNICAL-WINONA,Disability - Retaliation,2023-07-27
Minnesota,SAINT JOHNS UNIVERSITY,Title VI - Racial Harassment,2022-08-10
Minnesota,SAINT JOHNS UNIVERSITY,Title VI - Retaliation,2022-08-10
Minnesota,OTTERBEIN UNIVERSITY,Disability - Academic Adjustments,2022-12-28
Minnesota,MITCHELL HAMLINE SCHOOL OF LAW,Age - Discrimination Prohibited,2023-11-20
Minnesota,OTTERBEIN UNIVERSITY,Disability - Denial of Benefits,2022-12-28
Minnesota,RIVERLAND COMMUNITY COLLEGE,Title IX - Athletics,2023-06-09
Minnesota,SINCLAIR COMMUNITY COLLEGE,Title IX - Denial of Benefits,2023-07-10
Minnesota,SINCLAIR COMMUNITY COLLEGE,Title IX - Single Sex Scholarships,2020-05-07
Minnesota,SOUTHERN CONNECTICUT STATE UNIVERSITY,Title IX - Single Sex Scholarships,2020-04-09
Minnesota,UNIVERSITY OF MINNESOTA-DULUTH,Title IX - Athletics,2016-02-24
Minnesota,UNIVERSITY OF MINNESOTA-TWIN CITIES,Title VI - National Origin Discrimination Involving Religion,2024-01-16
Minnesota,UNIVERSITY OF MINNESOTA-TWIN CITIES,Title IX - Single Sex Scholarships,2019-08-13
Minnesota,UNIVERSITY OF MINNESOTA-TWIN CITIES,Title IX - Single Sex Scholarships,2022-08-30
